lead_id,industry,company_size,annual_revenue,country,lead_stage,previous_interactions
11565,Retail,389,1261283,India,New,6
11566,Healthcare,410,1388558,Germany,Contacted,6
11567,SaaS,88,2841181,Singapore,New,4
11568,Manufacturing,560,3601762,Singapore,New,13
11569,Finance,945,1823926,India,Qualified,2
11570,Healthcare,805,3907757,USA,Qualified,10
11571,Healthcare,395,903205,UK,New,6
11572,Healthcare,987,1950656,India,New,7
11573,Retail,676,4828459,India,New,3
11574,Manufacturing,670,2698641,USA,Contacted,5
11575,Finance,352,3573660,USA,New,11
11576,SaaS,912,3843604,Germany,Contacted,4
11577,SaaS,454,1102590,USA,Proposal,9
11578,Manufacturing,61,1846610,USA,New,1
11579,Healthcare,260,3223202,UK,Proposal,11
11580,Healthcare,953,4382147,UK,Qualified,0
11581,Healthcare,903,3158188,UK,Contacted,11
11582,Healthcare,668,4171097,India,Qualified,13
11583,Healthcare,338,3558529,UK,New,12
11584,Manufacturing,917,2241780,UK,New,5
11585,Retail,503,4981450,Singapore,New,9
11586,Finance,359,4751903,UK,New,5
11587,Healthcare,976,530638,India,Contacted,6
11588,Retail,779,1751618,Singapore,Qualified,4
11589,SaaS,794,3165106,India,Proposal,0
11590,Manufacturing,468,1178368,India,Contacted,10
11591,Retail,507,2568706,Singapore,New,5
11592,Healthcare,134,163871,Singapore,New,3
11593,Healthcare,213,4537063,Singapore,Proposal,10
11594,Healthcare,777,3452792,Singapore,Qualified,6
11595,Retail,652,882032,India,Contacted,1
11596,Healthcare,30,1601989,Singapore,New,13
11597,Retail,599,615504,USA,Contacted,8
11598,Healthcare,856,111899,UK,Qualified,6
11599,SaaS,572,2098324,UK,Contacted,13
11600,SaaS,371,2754423,USA,Proposal,4
11601,Finance,370,3448580,India,New,11
11602,Healthcare,787,1669237,India,Proposal,1
11603,Healthcare,125,3297566,UK,Contacted,0
11604,Retail,64,1000428,Germany,Contacted,12
11605,Retail,301,4086891,USA,New,4
11606,Healthcare,60,3786776,USA,New,13
11607,Finance,851,4883238,UK,Qualified,9
11608,Healthcare,794,1297859,Singapore,New,4
11609,Retail,263,1172732,Germany,New,14
11610,Healthcare,501,3235196,India,Contacted,10
11611,Retail,994,4449337,India,New,2
11612,Healthcare,582,3657655,India,New,8
11613,Manufacturing,868,1371262,India,New,10
11614,Retail,980,3859520,USA,Qualified,9
11615,Finance,918,3633921,USA,New,14
11616,Manufacturing,970,1828761,Singapore,Contacted,0
11617,Healthcare,872,1352456,USA,New,11
11618,Retail,234,1712102,Singapore,New,4
11619,Manufacturing,478,2157081,Singapore,New,10
11620,Finance,857,2055297,India,New,3
11621,Retail,112,1792418,India,New,12
11622,Manufacturing,992,1652290,USA,Contacted,1
11623,Manufacturing,979,1965650,USA,Qualified,11
11624,Manufacturing,57,3929387,Singapore,Qualified,0
11625,SaaS,746,1656355,UK,Proposal,9
11626,Healthcare,351,4772183,India,New,10
11627,Retail,242,1415296,Germany,Contacted,3
11628,Retail,591,2911612,UK,New,5
11629,Retail,568,2868056,India,New,7
11630,Manufacturing,237,2942187,India,New,9
11631,Healthcare,531,3305146,USA,New,1
11632,Finance,706,4788920,Germany,Proposal,11
11633,Retail,601,3696117,Germany,Qualified,10
11634,Healthcare,22,398641,India,Contacted,1
11635,Healthcare,508,1496968,Singapore,New,5
11636,SaaS,454,1018991,Germany,Contacted,3
11637,Retail,835,3319804,UK,New,9
11638,Manufacturing,349,4531133,Singapore,Proposal,8
11639,Healthcare,333,518205,USA,New,3
11640,Healthcare,605,4375795,India,New,11
11641,Finance,607,140105,India,Contacted,13
11642,SaaS,166,4340673,UK,Qualified,1
11643,Healthcare,665,1155678,UK,Proposal,14
11644,Healthcare,584,4762029,USA,Contacted,11
11645,Manufacturing,440,4297383,USA,New,0
11646,Manufacturing,564,4026596,Germany,New,5
11647,Finance,416,1478442,Singapore,New,10
11648,Finance,167,4807838,India,New,0
11649,Finance,194,3290007,Germany,New,5
11650,Manufacturing,807,4827990,USA,Qualified,7
11651,Manufacturing,500,360927,UK,Contacted,5
11652,SaaS,844,3033040,Germany,Qualified,3
11653,Retail,961,922654,UK,Qualified,11
11654,Retail,545,1154658,Singapore,Qualified,1
11655,SaaS,366,1666945,UK,New,4
11656,Retail,726,2558450,India,New,4
11657,Manufacturing,371,3074190,Singapore,Qualified,7
11658,Retail,233,1331474,UK,Contacted,2
11659,Manufacturing,622,3032403,Germany,New,1
11660,SaaS,213,2401300,India,New,13
11661,Finance,17,119533,India,Contacted,0
11662,SaaS,481,890381,USA,Contacted,1
11663,Retail,181,2816853,USA,New,1
11664,Manufacturing,729,4704408,Germany,New,0
11665,Retail,105,4455460,USA,New,7
11666,Retail,683,3281902,UK,Qualified,14
11667,Finance,812,2905181,USA,New,7
11668,Retail,617,1343644,India,Qualified,9
11669,Finance,315,930096,Germany,New,14
11670,Manufacturing,666,4283332,UK,Qualified,3
11671,Manufacturing,267,4866226,India,Proposal,2
11672,Finance,483,4365097,India,Contacted,12
11673,SaaS,959,4802128,Singapore,Contacted,0
11674,Manufacturing,309,1932280,USA,New,7
11675,SaaS,474,3241668,UK,Proposal,12
11676,Manufacturing,623,2430843,Germany,Contacted,7
11677,Manufacturing,698,2560287,Germany,Contacted,3
11678,Healthcare,907,2843438,Germany,New,4
11679,Retail,337,3648854,Singapore,New,3
11680,Retail,119,514099,UK,New,4
11681,SaaS,719,2290890,India,Contacted,14
11682,Retail,914,4481393,Singapore,New,14
11683,SaaS,138,1901128,USA,New,10
11684,Manufacturing,974,976079,India,New,3
11685,Healthcare,880,792443,Germany,Contacted,8
11686,Healthcare,146,809827,USA,Contacted,0
11687,Manufacturing,919,3127927,UK,New,9
11688,Finance,548,4584127,UK,New,9
11689,Finance,658,1487514,Singapore,Proposal,2
11690,Retail,173,101759,UK,New,6
11691,SaaS,358,594645,Germany,New,12
11692,Healthcare,989,2777158,Singapore,Proposal,5
11693,Retail,472,4979339,Singapore,New,14
11694,Manufacturing,877,1669510,Germany,New,12
11695,Healthcare,652,3394307,UK,New,7
11696,SaaS,513,1744231,USA,New,13
11697,SaaS,894,1335676,Singapore,Qualified,13
11698,Finance,160,2378050,USA,New,11
11699,Retail,899,774049,USA,Qualified,5
11700,Manufacturing,255,1495861,USA,New,10
11701,Healthcare,119,1628431,USA,Contacted,14
11702,SaaS,594,2594562,Germany,Proposal,13
11703,Healthcare,807,4191602,India,Contacted,11
11704,Manufacturing,284,1211932,UK,New,7
11705,Healthcare,879,4115329,India,New,0
11706,Retail,76,4363353,India,New,14
11707,Finance,59,1839923,Singapore,New,8
11708,Healthcare,825,2238290,India,Qualified,4
11709,Finance,524,3119333,India,New,9
11710,Manufacturing,235,2629844,Germany,Qualified,1
11711,Finance,587,320833,USA,New,0
11712,Healthcare,515,2866240,India,New,3
11713,Healthcare,164,4996313,India,Qualified,12
11714,SaaS,992,309091,Singapore,Contacted,11
11715,Healthcare,883,4259812,UK,New,9
11716,Finance,489,4329601,Singapore,New,7
11717,SaaS,120,2665031,UK,Qualified,2
11718,Healthcare,492,3575881,UK,Contacted,14
11719,Healthcare,817,4393693,UK,Qualified,14
11720,Manufacturing,902,2036746,Germany,New,9
11721,SaaS,777,4465872,Germany,Proposal,3
11722,Manufacturing,283,4371024,USA,Contacted,1
11723,Manufacturing,164,3205869,UK,New,1
11724,Manufacturing,660,2074555,Germany,Contacted,1
11725,Retail,176,3996376,Germany,Contacted,9
11726,Manufacturing,28,2457928,India,Qualified,12
11727,Finance,354,3020823,UK,New,0
11728,Healthcare,912,1821107,Singapore,Contacted,9
11729,Retail,744,1206776,India,Contacted,13
11730,Manufacturing,578,229267,Germany,New,9
11731,Healthcare,907,4317593,Germany,Contacted,4
11732,SaaS,303,1287636,Germany,New,4
11733,SaaS,654,1450694,Germany,New,10
11734,Healthcare,471,3146708,Singapore,Contacted,12
11735,Finance,347,4034581,USA,New,2
11736,Healthcare,813,3488910,USA,Contacted,2
11737,Healthcare,461,2528763,UK,New,7
11738,Retail,353,3448361,Germany,Contacted,9
11739,SaaS,726,3496815,UK,Proposal,13
11740,SaaS,640,4991248,Singapore,Qualified,6
11741,Manufacturing,774,4268662,UK,Qualified,3
11742,Healthcare,94,4159218,USA,New,13
11743,Healthcare,706,2747616,USA,Qualified,14
11744,Finance,746,2057888,USA,Contacted,7
11745,SaaS,669,1054777,UK,Contacted,9
11746,Finance,398,1620723,Germany,Contacted,8
11747,Retail,801,3637134,India,New,5
11748,Manufacturing,236,1192506,USA,Proposal,6
11749,Finance,295,3223739,UK,Qualified,10
11750,SaaS,293,2842651,India,Contacted,11
11751,Retail,702,2001342,USA,Contacted,12
11752,Healthcare,956,1020966,USA,Qualified,6
11753,Retail,118,2047103,Singapore,Contacted,12
11754,Finance,144,3296207,USA,New,12
11755,SaaS,947,4039609,India,New,11
11756,Finance,300,1599830,India,New,4
11757,Healthcare,896,1078264,Germany,Contacted,12
11758,Healthcare,999,1455910,India,New,10
11759,SaaS,811,261235,UK,Contacted,12
11760,Manufacturing,624,1376264,UK,Contacted,14
11761,Retail,722,4014296,USA,Qualified,3
11762,Retail,517,3278681,Germany,New,12
11763,Healthcare,638,1894525,USA,Contacted,1
11764,Finance,853,139799,Germany,Qualified,10
11765,Finance,831,4568736,Singapore,New,0
11766,Manufacturing,38,1569265,Germany,Contacted,7
11767,Finance,403,2695356,Singapore,Proposal,1
11768,Retail,36,1832327,Singapore,Contacted,7
11769,Finance,476,4304181,USA,New,8
11770,Manufacturing,22,2157183,UK,New,3
11771,Retail,563,725341,Germany,New,0
11772,Finance,942,4523415,USA,Proposal,5
11773,Retail,454,2429473,Singapore,Proposal,7
11774,Healthcare,233,2023490,Singapore,Contacted,13
11775,Healthcare,472,1725414,India,Qualified,0
11776,Healthcare,30,4515682,India,New,13
11777,Finance,396,1814430,Germany,New,4
11778,Manufacturing,657,624366,UK,Contacted,10
11779,Retail,335,1750538,India,Proposal,0
11780,SaaS,742,3328769,Singapore,Contacted,6
11781,Healthcare,476,4827569,USA,Proposal,5
11782,Healthcare,666,4496641,UK,Contacted,11
11783,SaaS,531,2993357,Germany,New,3
11784,SaaS,234,1346949,USA,Proposal,11
11785,Finance,662,3672516,Germany,New,13
11786,Retail,484,2923697,USA,New,7
11787,Healthcare,627,4116810,USA,Contacted,12
11788,Manufacturing,789,3677703,UK,New,7
11789,Finance,715,1163115,Germany,Contacted,1
11790,Finance,467,4597041,India,New,4
11791,Manufacturing,649,984878,USA,Contacted,12
11792,Manufacturing,222,4943706,USA,Contacted,0
11793,Manufacturing,672,4125831,India,New,2
11794,SaaS,970,3370777,UK,Proposal,14
11795,Healthcare,490,1995773,UK,Contacted,11
11796,SaaS,905,1312699,UK,Qualified,2
11797,Healthcare,189,2187860,Singapore,New,9
11798,SaaS,838,3866798,Singapore,New,2
11799,Retail,547,4769823,UK,Proposal,2
11800,Healthcare,536,2116810,UK,New,9
11801,Finance,31,3199521,India,New,1
11802,Healthcare,354,3719847,Singapore,Contacted,14
11803,Healthcare,586,1870095,Germany,Contacted,6
11804,Healthcare,772,2754752,UK,Qualified,14
11805,Retail,931,1418306,UK,Contacted,6
11806,SaaS,30,2017841,UK,New,3
11807,Finance,754,1011449,USA,Qualified,11
11808,SaaS,417,3592335,Singapore,New,7
11809,SaaS,496,3175732,Germany,Contacted,14
11810,Manufacturing,537,3701343,USA,Contacted,9
11811,Retail,425,1559923,USA,New,9
11812,Manufacturing,281,567987,Germany,New,7
11813,Retail,214,4392474,Germany,New,13
11814,SaaS,307,2518819,Germany,Qualified,12
11815,SaaS,681,687765,Germany,Contacted,3
11816,Retail,955,2444289,Germany,Contacted,5
11817,SaaS,562,826604,UK,New,5
11818,SaaS,117,714622,Germany,New,14
11819,Finance,646,3971155,Germany,Contacted,11
11820,Manufacturing,161,294173,Singapore,Qualified,12
11821,Manufacturing,22,4929510,UK,New,4
11822,Manufacturing,724,3854089,USA,Proposal,13
11823,Healthcare,88,2953515,UK,Qualified,14
11824,Finance,915,316312,India,Qualified,3
11825,Manufacturing,563,2182810,Germany,New,12
11826,Manufacturing,178,3991829,USA,Contacted,11
11827,Finance,258,3737085,India,Qualified,13
11828,SaaS,130,4021249,USA,Qualified,14
11829,Manufacturing,396,1231220,UK,New,8
11830,SaaS,448,1795371,India,Qualified,5
11831,Manufacturing,281,546416,Germany,Contacted,6
11832,Retail,309,1997935,Germany,Proposal,13
11833,Healthcare,730,3760612,India,New,11
11834,Manufacturing,482,152050,UK,Contacted,13
11835,Retail,167,1491376,India,Contacted,4
11836,Finance,642,3550786,UK,Contacted,1
11837,Retail,236,426000,USA,New,10
11838,Finance,430,3357018,UK,New,5
11839,Manufacturing,965,2768238,India,Proposal,10
11840,Finance,982,123473,India,New,10
11841,Retail,33,3409721,USA,Contacted,2
11842,Healthcare,751,3629323,India,Proposal,9
11843,SaaS,547,1571787,Singapore,Contacted,5
11844,SaaS,579,4797527,India,Contacted,2
11845,Healthcare,786,4736822,Singapore,Qualified,13
11846,SaaS,647,4970297,India,Contacted,7
11847,Manufacturing,966,4085280,India,New,6
11848,Manufacturing,796,402579,USA,Qualified,0
11849,Retail,549,1775764,Singapore,Contacted,12
11850,Retail,912,4323124,USA,New,3
11851,Finance,822,2276659,Singapore,Qualified,1
11852,Retail,991,4634864,Singapore,New,10
11853,Manufacturing,137,3801326,Germany,Contacted,10
11854,Retail,103,4005856,Singapore,New,10
11855,SaaS,712,4251867,USA,Contacted,5
11856,Finance,430,2029666,USA,New,4
11857,Finance,281,382206,UK,Contacted,1
11858,Manufacturing,493,1228247,India,Contacted,0
11859,Retail,14,505631,Germany,Qualified,6
11860,SaaS,166,3740606,India,Contacted,11
11861,Retail,61,1055472,USA,Contacted,8
11862,Healthcare,252,4266165,Germany,Contacted,8
11863,Retail,672,3661661,Singapore,Contacted,13
11864,Manufacturing,783,1210839,USA,Qualified,10
11865,Retail,429,4351221,USA,New,9
11866,Finance,962,531587,USA,Proposal,2
11867,SaaS,938,3446810,USA,New,14
11868,Manufacturing,826,2604558,Germany,New,14
11869,Healthcare,434,3719149,India,New,11
11870,SaaS,89,2819973,India,Contacted,5
11871,SaaS,704,3006775,Singapore,New,9
11872,Finance,363,4028853,USA,New,14
11873,Finance,628,2063534,USA,New,0
11874,Finance,675,3868275,India,Proposal,10
11875,Manufacturing,302,2628155,Singapore,Qualified,0
11876,Retail,726,1332158,UK,Qualified,5
11877,SaaS,125,3850856,Germany,Contacted,11
11878,Retail,538,1519006,India,Proposal,5
11879,Retail,489,4618333,Germany,New,4
11880,Finance,297,952134,India,New,11
11881,Retail,677,3462384,Singapore,New,5
11882,SaaS,486,3827940,USA,Contacted,9
11883,SaaS,34,2925398,UK,New,4
11884,Healthcare,440,2366687,Germany,New,5
11885,Manufacturing,287,617205,UK,New,8
11886,Retail,996,3290315,USA,Qualified,12
11887,Manufacturing,326,2519493,India,Proposal,6
11888,Manufacturing,647,1215039,Singapore,Qualified,13
11889,Manufacturing,821,2535932,USA,New,2
11890,Manufacturing,367,965211,UK,New,8
11891,SaaS,285,523994,UK,Contacted,5
11892,Retail,886,3978722,UK,New,13
11893,Healthcare,699,1532391,India,Qualified,4
11894,Manufacturing,353,4473028,UK,Qualified,3
11895,Healthcare,440,1719422,India,New,14
11896,SaaS,568,131244,UK,Contacted,12
11897,SaaS,721,2353801,Germany,New,9
11898,Finance,572,4249125,Germany,Proposal,0
11899,Manufacturing,448,1926368,USA,New,6
11900,Finance,471,3704893,USA,Contacted,4
11901,Healthcare,816,4323690,Singapore,New,0
11902,Retail,279,2129747,UK,Qualified,3
11903,Finance,718,4316616,UK,New,9
11904,SaaS,440,1625726,India,Contacted,0
11905,Manufacturing,30,994415,USA,Qualified,9
11906,Healthcare,152,354734,Germany,New,3
11907,SaaS,769,2458148,India,New,6
11908,Retail,877,4359840,Germany,Proposal,8
11909,Manufacturing,362,1904771,India,New,11
11910,Retail,474,2458203,USA,Contacted,11
11911,Retail,477,2976085,UK,Qualified,13
11912,Manufacturing,522,4865670,UK,Contacted,1
11913,Manufacturing,473,2474838,USA,New,11
11914,Retail,886,2131317,Germany,Contacted,3
11915,Healthcare,859,4699290,Singapore,New,12
11916,Manufacturing,403,3752253,Singapore,Contacted,0
11917,SaaS,928,3621083,USA,Contacted,5
11918,Finance,795,2318049,India,Qualified,7
11919,Healthcare,762,2886989,UK,Qualified,13
11920,Manufacturing,67,1687186,Germany,Qualified,11
11921,Manufacturing,135,4352117,Singapore,Qualified,14
11922,Healthcare,850,675730,UK,Proposal,2
11923,Finance,887,772499,USA,Qualified,10
11924,Retail,999,1901336,UK,Contacted,12
11925,SaaS,470,1519817,Singapore,New,11
11926,Manufacturing,61,4894039,Germany,Contacted,4
11927,Finance,744,4301516,India,Contacted,10
11928,SaaS,823,3572534,India,Qualified,0
11929,Healthcare,884,2820156,UK,New,11
11930,Manufacturing,278,934104,India,Qualified,4
11931,Retail,105,705970,Singapore,New,0
11932,Healthcare,282,2782064,Germany,Contacted,4
11933,Manufacturing,332,3757735,India,Proposal,14
11934,Finance,582,3641937,India,New,8
11935,SaaS,842,3257382,USA,Qualified,6
11936,SaaS,702,2197398,India,New,6
11937,Manufacturing,142,1455458,India,Contacted,8
11938,Healthcare,937,3940833,Singapore,Qualified,12
11939,Retail,98,3205179,India,Qualified,10
11940,Finance,694,1466967,USA,Qualified,4
11941,Manufacturing,833,834552,USA,New,7
11942,Finance,14,1294826,USA,Qualified,6
11943,SaaS,366,2488202,India,New,5
11944,Retail,352,233761,UK,New,5
11945,Finance,213,2885867,UK,Proposal,6
11946,Manufacturing,683,165768,Singapore,New,9
11947,Retail,582,4417003,UK,New,11
11948,Healthcare,480,4423185,Singapore,New,2
11949,Manufacturing,473,189060,Singapore,Qualified,10
11950,Finance,506,200190,USA,New,4
11951,Retail,711,2156080,Germany,Qualified,11
11952,Manufacturing,846,2353743,Singapore,New,13
11953,Retail,72,977451,India,Contacted,1
11954,Retail,565,2134364,USA,Proposal,4
11955,Retail,248,1585277,India,New,14
11956,Finance,549,4555937,India,Proposal,11
11957,Manufacturing,207,4099296,UK,New,7
11958,SaaS,790,3229889,India,Contacted,12
11959,SaaS,692,824719,Singapore,New,13
11960,Finance,39,915459,India,Contacted,6
11961,Finance,675,4096467,India,Contacted,11
11962,Retail,218,681431,UK,Qualified,2
11963,Manufacturing,72,4791385,India,Contacted,12
11964,Manufacturing,850,1456652,Singapore,Proposal,6
11965,Healthcare,66,2605434,Singapore,New,1
11966,Healthcare,841,2837969,India,New,3
11967,SaaS,729,1559812,Singapore,New,9
11968,Healthcare,442,3980054,Singapore,New,1
11969,Healthcare,317,1123384,UK,Contacted,6
11970,SaaS,584,4410667,USA,New,4
11971,SaaS,769,2718738,USA,New,11
11972,Healthcare,475,1348328,Germany,Qualified,13
11973,Manufacturing,662,2367959,USA,Contacted,14
11974,Healthcare,614,2161782,India,New,8
11975,Retail,116,4998971,Singapore,New,6
11976,Retail,886,2613666,USA,New,1
11977,Retail,609,2239045,UK,Contacted,3
11978,Finance,310,4418517,Germany,New,2
11979,Retail,629,3232451,India,Qualified,9
11980,Manufacturing,55,1715275,USA,Contacted,1
11981,Finance,86,1858251,Singapore,Qualified,1
11982,Finance,738,2087012,UK,Proposal,7
11983,Retail,178,1751596,USA,New,5
11984,Healthcare,823,1553443,Singapore,Contacted,2
11985,SaaS,138,913509,USA,Qualified,7
11986,Healthcare,722,1041823,India,Contacted,2
11987,Healthcare,717,2872194,Germany,New,4
11988,Finance,869,4015836,Singapore,Qualified,0
11989,Finance,277,2914106,Germany,Qualified,12
11990,Finance,609,3289519,Germany,New,0
11991,Manufacturing,774,4364657,UK,New,9
11992,Manufacturing,759,2603178,Singapore,Contacted,11
11993,SaaS,594,4541663,UK,Qualified,1
11994,Finance,428,2343251,Germany,Contacted,10
11995,Retail,879,1834271,India,New,6
11996,Finance,876,1352613,India,New,0
11997,Manufacturing,170,2674455,USA,Contacted,6
11998,Finance,67,4775631,USA,Qualified,14
11999,Manufacturing,393,439012,Singapore,Qualified,14
12000,Finance,894,523800,India,Qualified,9
12001,Retail,812,2239397,Germany,New,8
12002,SaaS,519,1529441,India,Contacted,4
12003,Retail,439,1723518,Singapore,Contacted,10
12004,Manufacturing,349,4093823,USA,New,10
12005,Healthcare,587,1417320,USA,Qualified,13
12006,Retail,949,928292,UK,New,5
12007,Finance,35,3156464,USA,New,14
12008,SaaS,819,3573508,Germany,Contacted,13
12009,Finance,598,3698393,Singapore,New,11
12010,Finance,807,1688247,USA,New,9
12011,Retail,381,1628222,USA,Contacted,10
12012,SaaS,937,267080,Germany,New,6
12013,Healthcare,45,2077589,USA,New,13
12014,Finance,540,3948003,Germany,Contacted,11
12015,SaaS,799,3933854,USA,Contacted,7
12016,Healthcare,842,2327923,Germany,Qualified,10
12017,Finance,834,1608816,USA,New,12
12018,SaaS,276,3804237,Singapore,Qualified,1
12019,Retail,803,1854889,UK,New,1
12020,Finance,441,1832628,UK,Qualified,13
12021,Finance,28,1767707,India,New,8
12022,SaaS,348,2372624,UK,Proposal,5
12023,Finance,149,2300015,Germany,New,6
12024,Healthcare,76,2662144,Germany,Contacted,11
12025,Finance,833,1746217,UK,New,4
12026,Manufacturing,539,461963,Germany,Qualified,0
12027,Healthcare,378,3880433,Singapore,New,7
12028,SaaS,270,2475260,Germany,Qualified,12
12029,Healthcare,633,1045246,Singapore,Qualified,0
12030,Manufacturing,929,3434167,Singapore,Qualified,14
12031,Manufacturing,983,1969203,Singapore,New,0
12032,Finance,636,2661989,USA,Contacted,1
12033,Finance,687,4523303,India,Qualified,4
12034,Retail,588,3472877,Germany,Qualified,3
12035,Healthcare,776,3683108,USA,Qualified,3
12036,Retail,591,3751637,India,Qualified,0
12037,Manufacturing,981,3656341,USA,Qualified,0
12038,Finance,829,4790050,Germany,Contacted,12
12039,Finance,212,2959427,Singapore,New,9
12040,Finance,648,4735399,USA,Qualified,1
12041,SaaS,944,3481180,India,Contacted,12
12042,Manufacturing,964,2209309,India,New,12
12043,Finance,419,1533165,India,Contacted,1
12044,Manufacturing,842,334563,USA,Qualified,0
12045,Finance,89,3521757,India,Contacted,9
12046,Healthcare,697,1227703,UK,Contacted,10
12047,Manufacturing,122,2140271,India,Contacted,7
12048,Retail,632,4032549,India,New,2
12049,SaaS,830,4465035,USA,New,7
12050,Retail,146,135224,Germany,Qualified,4
12051,Manufacturing,654,3565816,USA,New,10
12052,Finance,893,2482793,USA,Contacted,11
12053,Manufacturing,849,1027272,UK,New,2
12054,SaaS,198,1139547,Germany,New,5
12055,Manufacturing,286,3125773,USA,New,1
12056,Finance,746,2759714,UK,New,10
12057,Retail,112,3696296,USA,Qualified,0
12058,Healthcare,116,1223507,UK,Qualified,12
12059,Retail,584,3090685,Singapore,New,8
12060,Finance,925,1367588,India,Qualified,2
12061,Finance,963,2379071,India,New,6
12062,SaaS,766,4849556,USA,New,8
12063,Manufacturing,182,3513204,UK,Qualified,14
12064,Manufacturing,927,4005189,Singapore,Contacted,3
12065,Retail,854,3555426,India,Contacted,8
12066,Healthcare,340,1824303,USA,New,3
12067,Healthcare,731,4139704,USA,Proposal,1
12068,SaaS,200,3037064,UK,Qualified,5
12069,Finance,679,2391203,Germany,Proposal,8
12070,SaaS,840,3396543,USA,New,2
12071,Manufacturing,234,3713356,Singapore,Contacted,1
12072,Finance,693,2355138,Singapore,Qualified,4
12073,SaaS,332,2681428,Germany,Qualified,12
12074,Retail,963,3285437,Singapore,Qualified,6
12075,Manufacturing,517,4362237,UK,Contacted,10
12076,Healthcare,970,4812400,USA,New,5
12077,SaaS,557,4572146,UK,Proposal,3
12078,Manufacturing,143,3923539,Germany,New,8
12079,Manufacturing,46,4799600,Germany,New,12
12080,Healthcare,102,205463,UK,Qualified,0
12081,Healthcare,84,1816353,India,New,13
12082,Healthcare,765,4065114,Germany,New,13
12083,SaaS,192,1997892,USA,New,9
12084,Healthcare,726,2526396,Germany,New,0
12085,Retail,468,986645,UK,Contacted,6
12086,Manufacturing,708,1634186,UK,New,4
12087,Healthcare,687,3876789,Singapore,New,14
12088,Manufacturing,636,3212037,India,New,3
12089,Finance,418,1169842,UK,Qualified,13
12090,Finance,216,2417122,Singapore,Contacted,4
12091,Healthcare,254,2371061,Singapore,Contacted,2
12092,Manufacturing,342,900221,USA,New,12
12093,Finance,682,1191184,Singapore,Contacted,0
12094,Healthcare,534,265764,India,Contacted,8
12095,Manufacturing,303,3697639,USA,Contacted,11
12096,Healthcare,963,4010492,UK,Contacted,4
12097,Manufacturing,993,1993569,UK,New,9
12098,Finance,925,1264587,Singapore,Proposal,5
12099,Healthcare,757,468199,Germany,New,14
12100,Finance,282,1687981,India,Contacted,7
12101,Healthcare,388,3330600,India,New,9
12102,SaaS,635,2213866,Singapore,New,13
12103,Finance,673,4726159,India,Qualified,5
12104,Finance,35,3167365,USA,Contacted,9
12105,Retail,689,504075,Singapore,Contacted,2
12106,Finance,553,1356847,Germany,New,13
12107,Manufacturing,742,4006956,UK,New,7
12108,Healthcare,727,2133443,India,New,1
12109,SaaS,942,503243,UK,New,6
12110,Manufacturing,863,473596,Germany,New,5
12111,Manufacturing,619,4424345,Germany,New,10
12112,Manufacturing,100,631472,USA,Qualified,1
12113,Manufacturing,485,1041760,Germany,New,13
12114,SaaS,898,3031923,Germany,Contacted,3
12115,Retail,735,4339200,India,Contacted,12
12116,Finance,197,4312861,UK,Contacted,14
12117,Manufacturing,578,312624,India,Contacted,2
12118,Finance,628,1203615,India,New,0
12119,Finance,963,971552,Singapore,New,2
12120,Manufacturing,204,4177067,Singapore,New,6
12121,Retail,543,1006185,USA,New,14
12122,Finance,707,2699992,USA,Contacted,12
12123,Healthcare,889,3250421,Germany,Contacted,10
12124,Finance,94,3818417,USA,Proposal,13
12125,Manufacturing,601,4450566,USA,New,5
12126,SaaS,850,1799154,Germany,New,2
12127,Finance,86,2486253,UK,Contacted,12
12128,Retail,339,4410856,Germany,New,1
12129,Healthcare,392,2672228,Germany,New,13
12130,Healthcare,442,3173952,UK,Contacted,5
12131,SaaS,386,1521143,Germany,Proposal,12
12132,SaaS,350,2234162,Singapore,New,11
12133,Finance,186,1170919,USA,New,6
12134,Manufacturing,435,2022951,Germany,Contacted,1
12135,Retail,433,3317462,India,Proposal,13
12136,Healthcare,976,4933235,USA,Qualified,6
12137,SaaS,183,3160857,Singapore,New,2
12138,Retail,415,2159100,Singapore,New,13
12139,Manufacturing,91,3190593,Germany,Contacted,13
12140,Healthcare,30,3284576,UK,New,5
12141,Healthcare,700,3618410,India,Contacted,4
12142,Manufacturing,407,1019403,Germany,Contacted,11
12143,Healthcare,339,2933186,UK,New,11
12144,Manufacturing,234,2962579,Singapore,New,14
12145,Healthcare,786,4531209,USA,New,0
12146,Finance,411,1198453,Singapore,Contacted,11
12147,Manufacturing,790,144487,Germany,Proposal,8
12148,Retail,772,2049175,UK,Contacted,3
12149,Finance,794,781113,Germany,New,4
12150,Retail,903,2274289,Singapore,Contacted,2
12151,Healthcare,864,3678251,India,Contacted,6
12152,Retail,930,3142755,Singapore,Qualified,9
12153,Finance,447,3471791,Germany,Qualified,3
12154,Manufacturing,281,2286172,UK,Contacted,3
12155,SaaS,289,412855,Germany,Qualified,8
12156,Retail,232,4998765,USA,Qualified,2
12157,SaaS,596,1971986,USA,Qualified,12
12158,Retail,672,2806691,UK,New,4
12159,Retail,946,3994065,Singapore,Contacted,2
12160,Manufacturing,880,3545611,Germany,Proposal,12
12161,Healthcare,518,4298530,USA,Qualified,1
12162,Finance,351,2548193,India,New,5
12163,Finance,938,4028244,USA,Qualified,7
12164,Finance,626,4075638,Singapore,New,4
12165,Healthcare,51,812864,UK,New,1
12166,SaaS,185,4038321,India,New,11
12167,Finance,254,4653913,Germany,Proposal,4
