lead_id,website_visits,pages_viewed,email_clicks,calls_made,meetings_scheduled,demo_requested,time_spent_minutes,days_since_last_activity
9709,23,12,1,6,3,1,268,38
9710,40,10,18,8,3,0,4,31
9711,48,2,15,7,4,0,234,52
9712,6,17,11,6,0,1,286,15
9713,43,23,3,7,2,0,276,56
9714,38,15,15,9,4,0,18,57
9715,30,15,12,4,4,0,119,37
9716,22,2,19,0,1,0,171,35
9717,1,6,8,6,0,1,94,3
9718,3,10,0,0,3,0,160,57
9719,40,3,0,0,0,0,251,18
9720,40,13,0,3,4,1,285,16
9721,1,20,4,0,4,0,284,52
9722,37,20,1,0,2,1,200,33
9723,36,19,16,0,0,0,24,49
9724,33,11,17,8,1,0,100,56
9725,48,23,11,1,4,0,75,28
9726,38,12,14,9,3,1,118,43
9727,45,15,2,1,0,0,21,2
9728,39,22,13,9,2,0,55,25
9729,44,24,1,5,0,1,203,21
9730,49,21,1,0,3,1,164,54
9731,49,1,9,4,0,0,218,14
9732,48,21,15,8,4,0,25,47
9733,11,23,10,3,0,0,113,42
9734,46,22,18,0,0,0,29,31
9735,32,18,0,8,4,0,182,49
9736,19,18,11,7,4,0,294,10
9737,21,7,0,7,4,1,208,16
9738,11,15,6,6,4,0,293,47
9739,22,1,16,7,3,0,257,23
9740,19,1,18,7,2,0,8,0
9741,28,18,13,5,1,0,121,59
9742,32,18,13,7,2,1,15,49
9743,26,9,18,9,0,0,76,59
9744,19,17,15,3,3,1,98,23
9745,15,11,6,3,4,1,214,20
9746,5,15,10,7,4,0,299,44
9747,12,12,0,5,1,1,21,57
9748,45,21,10,1,3,1,196,30
9749,23,5,2,6,3,0,179,5
9750,49,6,19,2,2,1,115,18
9751,17,20,5,2,0,0,195,19
9752,11,12,6,8,2,0,113,7
9753,31,3,3,0,3,0,196,23
9754,41,9,10,2,0,0,67,29
9755,48,9,17,5,0,0,207,42
9756,8,8,13,2,3,0,127,41
9757,40,11,11,3,0,1,272,37
9758,22,1,14,4,1,0,245,14
9759,32,11,5,2,4,0,4,19
9760,10,2,12,6,4,0,275,0
9761,39,3,2,7,4,1,37,34
9762,38,2,2,2,0,1,22,1
9763,45,10,13,9,2,0,157,11
9764,6,16,17,2,0,0,76,50
9765,35,10,9,3,4,1,283,24
9766,11,8,0,0,2,0,10,49
9767,18,6,0,9,3,0,59,11
9768,33,8,19,5,0,0,98,45
9769,41,4,7,5,0,1,225,28
9770,13,23,7,5,3,0,160,26
9771,39,14,14,8,3,0,182,19
9772,5,4,11,7,4,1,261,17
9773,36,2,2,1,4,1,55,2
9774,46,6,19,8,4,0,104,18
9775,25,12,4,2,3,1,252,35
9776,4,20,0,8,3,0,98,58
9777,47,21,2,1,3,0,68,26
9778,29,13,12,5,1,0,87,23
9779,24,15,2,5,2,0,291,46
9780,42,13,18,9,4,0,26,55
9781,21,17,4,8,1,0,15,9
9782,41,18,12,1,0,0,196,31
9783,11,24,4,9,1,1,288,39
9784,27,23,7,1,2,1,270,35
9785,48,12,4,8,4,0,161,8
9786,48,21,13,1,2,0,229,40
9787,37,1,5,4,3,0,228,15
9788,41,10,17,2,3,1,213,9
9789,10,2,3,4,1,1,292,52
9790,11,21,14,9,3,0,186,12
9791,43,11,13,0,1,0,48,36
9792,9,24,15,3,1,0,191,34
9793,42,15,0,4,3,1,142,13
9794,3,17,9,1,2,0,257,52
9795,49,2,16,0,1,0,92,4
9796,49,23,6,9,1,0,199,16
9797,44,11,17,1,1,0,113,9
9798,6,4,15,6,1,1,205,32
9799,48,3,8,0,1,0,38,14
9800,25,14,13,7,1,1,273,22
9801,7,20,11,9,0,0,146,2
9802,27,21,15,8,3,1,168,12
9803,22,17,16,5,1,1,51,12
9804,19,6,15,1,2,0,95,27
9805,30,13,3,0,2,1,187,12
9806,22,21,5,8,1,0,51,25
9807,23,18,5,3,4,1,195,7
9808,12,16,8,4,1,1,240,2
9809,2,5,6,7,2,0,132,1
9810,29,1,3,4,3,1,252,41
9811,29,10,3,0,1,0,106,14
9812,14,5,17,3,4,0,291,14
9813,9,7,11,6,0,0,132,14
9814,45,10,13,7,2,0,232,46
9815,42,2,3,1,2,0,19,54
9816,26,22,19,5,1,1,127,29
9817,29,22,10,5,0,0,260,9
9818,5,1,11,3,1,1,203,52
9819,22,7,4,4,4,0,129,22
9820,29,2,11,3,4,0,32,28
9821,13,10,3,9,4,0,69,41
9822,18,24,18,7,3,0,225,6
9823,7,14,3,8,4,0,154,46
9824,13,4,0,0,0,0,220,41
9825,45,2,0,7,0,0,53,56
9826,48,19,6,7,3,0,116,0
9827,48,22,2,9,4,1,45,5
9828,36,2,0,8,1,0,248,18
9829,21,3,8,6,4,1,114,19
9830,28,16,7,5,2,0,113,45
9831,44,11,9,7,4,1,57,55
9832,38,21,17,4,0,0,171,37
9833,3,11,13,1,3,0,50,3
9834,28,20,2,3,2,0,114,15
9835,45,6,7,1,1,0,220,36
9836,22,4,14,4,3,0,196,2
9837,43,15,7,3,0,0,47,3
9838,43,10,1,3,4,0,171,42
9839,33,17,11,8,4,0,72,7
9840,13,21,4,2,2,0,79,11
9841,41,5,5,5,2,1,185,40
9842,45,22,8,6,3,1,52,40
9843,37,21,16,3,2,0,183,15
9844,5,1,18,9,3,0,145,27
9845,36,22,19,6,0,0,123,28
9846,40,10,13,9,4,0,93,16
9847,8,13,2,6,4,1,188,29
9848,2,15,18,7,2,0,292,54
9849,44,1,3,6,3,0,147,9
9850,43,11,12,0,2,0,44,14
9851,41,12,4,6,1,1,151,56
9852,17,17,4,8,1,1,23,32
9853,4,3,18,2,1,0,11,33
9854,19,13,10,8,4,0,198,24
9855,34,19,15,6,3,1,200,10
9856,17,16,15,2,4,0,116,50
9857,25,12,18,8,0,0,201,1
9858,5,9,7,4,1,0,231,58
9859,17,20,2,5,2,0,60,19
9860,11,18,2,6,0,0,193,2
9861,16,20,3,1,0,0,109,3
9862,16,6,15,9,3,1,86,41
9863,6,5,0,9,4,0,47,13
9864,38,6,1,5,2,0,200,2
9865,39,15,10,6,4,0,23,31
9866,18,12,2,7,4,0,266,21
9867,46,23,13,4,3,0,32,16
9868,3,2,8,6,3,0,206,15
9869,18,3,4,5,1,1,40,37
9870,46,19,9,8,1,0,239,31
9871,7,6,15,8,4,0,213,55
9872,11,18,19,7,4,0,263,36
9873,47,7,8,5,4,1,84,24
9874,15,9,15,9,1,0,8,53
9875,37,3,5,3,1,1,113,27
9876,14,9,11,6,0,1,200,52
9877,23,12,4,8,1,0,218,45
9878,36,6,18,3,1,1,278,12
9879,17,3,18,3,3,1,103,28
9880,22,4,11,0,0,1,272,32
9881,24,13,11,4,4,0,133,46
9882,27,10,14,3,3,0,145,55
9883,17,6,0,2,3,1,49,4
9884,23,7,1,1,2,0,209,5
9885,7,8,19,8,2,0,244,32
9886,1,23,18,7,4,1,179,15
9887,27,21,9,8,1,0,175,52
9888,34,6,0,1,0,0,246,22
9889,37,16,15,8,1,0,126,34
9890,45,1,15,0,0,1,194,13
9891,15,16,11,2,4,0,84,21
9892,46,3,12,9,3,0,53,38
9893,18,24,12,1,2,1,52,11
9894,4,3,9,6,1,0,116,54
9895,29,3,16,2,1,0,32,22
9896,23,23,5,7,1,0,46,37
9897,43,12,2,6,4,0,106,56
9898,22,24,4,6,4,0,235,54
9899,20,5,8,7,4,0,241,54
9900,22,23,4,7,1,0,141,46
9901,12,13,16,3,2,0,144,39
9902,45,15,4,2,2,1,191,27
9903,35,7,4,5,4,1,34,59
9904,26,24,17,1,2,1,165,27
9905,14,18,1,3,3,1,103,15
9906,44,12,2,1,3,1,27,17
9907,20,13,11,2,3,0,143,37
9908,36,21,1,1,1,0,114,21
9909,12,19,6,4,2,0,122,55
9910,9,3,19,6,1,0,19,8
9911,33,5,16,7,1,0,179,48
9912,24,18,1,5,0,0,5,30
9913,9,5,9,8,2,0,223,52
9914,24,11,17,6,0,1,42,4
9915,30,20,12,5,3,1,127,10
9916,5,10,15,4,4,0,167,53
9917,8,16,9,9,3,0,121,3
9918,15,24,15,9,4,0,94,28
9919,45,17,10,0,1,0,190,24
9920,20,20,15,0,0,0,214,51
9921,15,16,7,2,1,0,295,36
9922,22,12,12,3,0,0,163,20
9923,32,16,5,7,4,0,227,39
9924,6,7,11,4,1,0,196,27
9925,38,2,10,9,0,0,184,31
9926,47,2,11,8,0,0,191,6
9927,33,15,1,8,1,0,198,27
9928,11,5,19,7,4,0,53,37
9929,28,10,6,0,0,1,238,53
9930,3,10,14,2,3,0,21,11
9931,46,12,6,5,4,0,248,41
9932,49,8,6,1,1,1,241,19
9933,3,21,15,0,0,0,117,54
9934,29,13,12,1,2,0,281,4
9935,11,7,13,0,2,0,242,58
9936,37,8,15,1,1,0,18,46
9937,45,19,5,6,4,0,247,50
9938,43,9,3,3,3,0,145,7
9939,32,23,1,5,2,1,268,36
9940,15,11,3,4,2,0,250,3
9941,4,20,13,7,3,0,237,5
9942,32,17,12,9,1,0,53,22
9943,43,7,17,5,1,1,239,35
9944,34,22,3,4,0,0,212,4
9945,10,7,15,3,4,0,296,21
9946,30,13,1,1,4,0,119,8
9947,41,23,11,8,2,0,143,19
9948,18,6,16,5,2,1,260,53
9949,17,17,13,8,2,1,40,52
9950,5,24,2,9,0,1,191,7
9951,8,2,19,4,4,0,8,45
9952,40,5,17,6,0,1,227,28
9953,46,8,7,5,1,0,148,6
9954,5,7,12,0,3,1,159,9
9955,17,16,14,3,3,0,224,32
9956,39,2,18,7,3,0,224,46
9957,39,22,8,4,2,0,218,43
9958,42,11,3,9,1,0,148,45
9959,27,17,2,8,4,1,149,4
9960,32,7,17,8,4,1,136,7
9961,7,2,18,8,0,0,37,39
9962,22,22,11,2,1,0,193,40
9963,12,7,8,7,0,1,280,49
9964,24,12,0,8,4,1,76,44
9965,49,9,12,4,2,1,75,56
9966,43,3,13,2,3,1,91,49
9967,17,2,1,9,1,0,191,2
9968,7,20,7,4,3,1,124,30
9969,48,20,5,8,3,0,58,14
9970,17,21,6,5,0,0,7,11
9971,20,23,19,0,1,0,216,48
9972,27,19,10,5,2,0,57,21
9973,45,5,9,1,1,0,57,4
9974,10,13,12,3,0,0,202,13
9975,6,5,18,3,1,0,136,52
9976,48,13,17,9,4,0,94,20
9977,32,23,5,3,4,1,7,41
9978,8,15,10,0,1,0,140,21
9979,44,23,9,7,3,0,279,38
9980,44,3,11,3,4,0,114,35
9981,19,19,8,4,1,0,175,8
9982,19,14,5,3,4,1,119,59
9983,22,15,6,3,1,1,184,42
9984,35,3,17,2,2,0,185,37
9985,28,14,4,1,0,1,196,4
9986,33,12,5,5,3,1,281,16
9987,6,17,18,0,2,0,162,17
9988,12,6,9,9,4,1,222,41
9989,33,20,3,7,1,0,10,24
9990,34,16,13,3,0,0,241,24
9991,12,10,9,0,3,0,27,18
9992,37,14,15,1,3,0,69,43
9993,36,4,7,0,1,1,193,15
9994,3,19,18,9,1,0,42,6
9995,36,20,7,7,3,0,52,43
9996,39,16,9,5,1,0,264,28
9997,28,16,2,4,4,0,237,52
9998,11,19,11,5,4,1,82,6
9999,16,13,4,8,2,0,72,28
10000,3,2,9,8,4,0,228,40
10001,22,8,17,3,1,0,189,47
10002,49,15,5,8,4,0,197,48
10003,15,24,12,4,2,1,98,49
10004,35,10,15,8,4,1,255,2
10005,20,4,8,2,0,0,11,43
10006,43,2,14,0,2,1,12,42
10007,4,14,7,0,2,0,32,8
10008,29,15,7,3,3,0,255,33
10009,20,22,0,4,2,1,142,21
10010,29,21,1,7,3,0,226,59
10011,14,22,7,9,0,0,177,2
10012,1,14,11,2,2,0,24,53
10013,18,20,11,0,0,1,135,29
10014,17,2,4,4,1,0,70,12
10015,15,20,15,8,2,0,265,58
10016,25,1,11,3,1,0,28,56
10017,13,9,11,3,1,1,287,3
10018,33,14,6,4,3,0,274,33
10019,24,10,5,8,0,0,291,15
10020,34,6,8,9,2,0,16,44
10021,11,13,5,5,4,0,295,13
10022,37,13,15,2,2,0,182,58
10023,47,23,16,1,2,0,250,53
10024,25,8,14,8,3,0,217,7
10025,41,23,4,9,1,1,210,14
10026,32,5,12,2,0,1,96,25
10027,1,1,6,5,4,0,21,54
10028,29,17,1,3,2,0,58,12
10029,41,18,6,4,2,0,190,8
10030,11,14,18,8,3,0,256,25
10031,22,1,7,5,0,0,261,33
10032,12,7,13,0,4,0,256,49
10033,1,6,5,9,1,0,253,59
10034,16,20,2,5,0,0,259,39
10035,16,4,8,1,2,1,155,31
10036,39,8,7,0,1,0,159,10
10037,3,9,5,4,3,0,115,53
10038,37,2,17,3,4,0,150,35
10039,36,24,15,2,3,1,261,3
10040,30,5,17,8,4,0,55,45
10041,3,1,15,4,1,0,228,2
10042,35,18,2,9,1,0,108,21
10043,31,23,4,0,2,0,25,12
10044,35,3,5,9,3,1,244,33
10045,12,7,17,6,2,1,60,10
10046,49,4,18,1,0,1,62,38
10047,30,6,12,8,2,0,72,13
10048,25,18,5,0,1,1,223,29
10049,23,21,5,0,0,1,253,5
10050,17,9,13,6,0,0,49,10
10051,40,1,5,2,2,1,41,37
10052,1,11,5,8,3,0,177,3
10053,17,20,11,2,4,1,279,35
10054,41,19,13,5,4,0,152,57
10055,43,11,9,8,2,1,176,21
10056,45,13,0,7,2,0,21,48
10057,35,19,9,8,3,0,72,57
10058,18,10,0,3,2,0,282,9
10059,10,2,18,0,0,1,253,18
10060,47,5,15,0,2,0,221,59
10061,33,7,18,4,3,0,134,2
10062,6,1,7,0,3,0,236,59
10063,21,7,4,2,3,0,209,59
10064,47,2,19,6,3,1,212,17
10065,30,15,0,0,4,0,217,42
10066,26,14,19,3,3,0,59,6
10067,7,21,13,0,4,0,167,33
10068,21,18,19,7,1,0,24,50
10069,38,18,15,3,3,1,121,26
10070,47,14,7,3,0,1,17,16
10071,45,11,4,2,3,0,123,19
10072,33,21,14,7,0,0,101,8
10073,3,13,9,0,2,0,187,14
10074,12,19,6,5,2,0,125,44
10075,33,21,18,6,4,1,148,41
10076,24,19,8,9,0,1,85,57
10077,7,3,8,6,0,1,278,9
10078,8,19,11,6,2,0,204,38
10079,47,23,13,1,2,0,44,47
10080,37,12,6,3,3,0,15,1
10081,35,18,2,0,4,0,41,2
10082,7,7,1,7,0,0,147,9
10083,4,18,6,4,1,0,206,5
10084,34,12,12,5,1,0,52,28
10085,39,22,11,5,4,0,261,31
10086,22,10,1,6,1,0,244,49
10087,33,6,10,1,2,0,117,49
10088,11,3,4,2,3,0,288,43
10089,9,14,3,4,2,1,122,19
10090,42,16,14,5,2,0,85,16
10091,15,9,17,0,4,0,15,59
10092,28,7,14,1,2,0,89,17
10093,30,14,13,9,4,0,136,54
10094,42,13,8,4,4,1,221,29
10095,49,16,18,9,0,0,120,2
10096,44,18,1,4,3,0,195,29
10097,23,12,14,9,4,0,83,31
10098,4,21,13,4,1,0,129,32
10099,14,15,10,4,1,0,155,33
10100,19,7,5,2,4,0,245,31
10101,24,18,19,5,3,1,143,14
10102,45,14,10,4,0,0,279,34
10103,36,18,12,6,2,0,184,34
10104,7,21,19,9,3,0,101,41
10105,18,15,11,6,1,1,263,16
10106,43,23,7,1,0,0,280,10
10107,45,6,18,5,2,1,2,24
10108,49,11,11,0,0,0,44,48
10109,15,18,16,7,4,1,53,40
10110,47,23,18,2,3,0,27,51
10111,49,3,13,5,4,0,108,18
10112,5,23,8,0,0,1,38,21
10113,41,3,1,5,2,0,284,53
10114,36,2,11,7,0,0,41,18
10115,20,24,16,5,1,0,19,30
10116,7,23,15,6,3,0,138,20
10117,10,12,3,9,0,0,6,22
10118,1,22,18,0,2,1,136,15
10119,34,16,5,5,0,1,33,6
10120,23,10,11,6,1,1,159,38
10121,30,12,11,6,0,0,44,58
10122,42,4,19,3,4,1,184,23
10123,40,22,16,3,0,0,77,56
10124,19,19,12,6,0,0,121,24
10125,33,16,13,8,3,1,156,10
10126,34,24,11,6,0,0,81,58
10127,16,2,4,8,4,0,141,18
10128,34,5,3,1,0,1,281,21
10129,30,18,0,0,3,1,279,59
10130,24,19,9,7,2,0,2,17
10131,32,9,12,2,4,1,141,15
10132,36,18,7,0,3,0,54,58
10133,16,13,19,2,0,0,200,4
10134,19,5,17,6,0,1,114,1
10135,40,10,5,2,1,0,182,38
10136,49,6,3,8,2,1,257,22
10137,3,22,10,1,3,0,199,34
10138,17,17,3,7,3,1,16,28
10139,31,8,8,4,4,1,20,17
10140,3,16,4,3,1,1,149,47
10141,12,23,10,3,0,0,27,9
10142,38,10,2,0,0,1,178,34
10143,46,11,10,3,1,1,66,25
10144,30,5,3,9,0,0,104,14
10145,40,8,3,2,4,0,122,34
10146,6,15,10,1,0,1,147,46
10147,13,10,4,5,0,1,113,33
10148,34,6,1,4,2,0,158,6
10149,5,2,5,6,2,0,234,13
10150,22,17,12,6,3,1,229,38
10151,9,21,11,9,0,1,13,45
10152,33,18,15,9,1,0,142,38
10153,27,23,5,2,0,0,70,17
10154,12,6,15,9,3,1,183,21
10155,48,10,10,7,1,0,123,24
10156,18,16,8,8,0,0,51,37
10157,47,18,2,6,1,1,153,38
10158,42,6,5,6,1,0,274,26
10159,9,1,19,6,1,0,9,56
10160,25,17,5,7,0,0,53,23
10161,30,17,9,7,4,1,70,37
10162,37,1,2,6,2,0,107,19
10163,42,14,19,6,1,0,76,59
10164,16,4,16,8,1,1,87,53
10165,27,17,19,0,3,0,91,9
10166,23,19,12,9,4,0,174,48
10167,6,14,2,0,2,0,68,24
10168,31,6,17,7,4,0,206,29
10169,42,11,1,7,0,0,213,15
10170,14,9,9,2,3,0,282,30
10171,27,8,5,2,4,0,133,37
10172,17,12,0,4,1,0,185,6
10173,43,6,12,9,4,0,22,8
10174,6,16,6,8,2,1,90,53
10175,14,20,16,2,0,0,122,4
10176,19,10,10,5,4,1,105,26
10177,10,21,7,6,1,0,213,46
10178,45,3,9,9,2,0,289,26
10179,31,7,0,1,1,1,84,57
10180,27,10,1,9,2,0,233,36
10181,39,21,1,4,2,0,163,27
10182,40,12,18,2,3,0,135,37
10183,3,6,15,9,3,0,158,18
10184,47,2,19,3,3,0,55,44
10185,28,12,16,4,4,0,133,51
10186,49,10,5,5,3,1,145,32
10187,48,11,5,8,1,0,207,11
10188,24,23,0,6,1,0,48,27
10189,37,4,12,5,1,1,31,16
10190,11,23,9,2,3,0,211,18
10191,11,1,13,1,0,1,65,3
10192,31,1,13,2,1,0,22,1
10193,47,14,12,6,2,0,197,43
10194,14,2,6,6,0,0,222,41
10195,43,3,13,2,1,1,203,38
10196,11,20,8,6,2,1,249,28
10197,44,12,4,0,0,0,240,26
10198,6,18,2,2,3,0,37,41
10199,1,3,4,3,3,1,176,18
10200,12,21,8,1,1,0,52,13
10201,2,4,16,5,1,0,221,0
10202,36,8,14,9,4,1,58,10
10203,9,7,3,1,4,0,127,0
10204,16,5,16,5,3,0,10,47
10205,41,12,1,2,4,0,114,33
10206,42,11,18,1,0,1,212,15
10207,34,18,12,1,2,1,286,11
10208,1,17,1,8,0,1,234,58
10209,33,5,8,4,4,1,280,59
10210,2,14,10,8,4,0,192,40
10211,29,18,13,5,0,1,46,41
10212,42,13,9,8,1,0,4,39
10213,9,20,4,0,3,0,282,21
10214,8,3,18,9,0,0,41,29
10215,28,18,7,1,1,0,285,43
10216,3,14,11,9,0,0,176,48
10217,44,13,16,7,3,0,223,58
10218,11,22,9,0,4,0,280,39
10219,1,13,3,9,2,1,35,57
10220,48,22,15,7,1,0,68,5
10221,6,5,14,2,3,1,140,39
10222,42,14,17,5,3,1,72,47
10223,13,21,5,1,4,1,179,9
10224,45,15,14,8,1,0,41,17
10225,27,12,9,0,2,0,59,22
10226,23,23,12,8,2,1,267,36
10227,34,15,15,2,1,0,254,51
10228,43,15,10,0,3,0,38,54
10229,32,22,14,1,4,0,210,8
10230,29,4,14,2,0,0,24,17
10231,6,21,2,4,3,0,195,26
10232,40,17,1,2,1,0,124,14
10233,14,13,4,9,4,1,211,30
10234,14,16,10,7,1,0,243,19
10235,33,16,18,7,0,0,230,25
10236,46,18,8,9,2,0,148,40
10237,24,14,15,5,2,0,129,55
10238,35,3,5,9,1,0,91,22
10239,11,16,8,5,4,0,193,15
10240,14,17,14,7,4,0,39,33
10241,45,2,5,2,2,1,145,31
10242,45,8,5,0,3,0,147,58
10243,26,16,6,0,4,0,223,38
10244,48,5,0,3,3,1,185,18
10245,26,5,8,3,4,0,225,44
10246,40,10,15,7,3,0,84,58
10247,34,9,12,2,1,1,46,8
10248,15,14,16,1,0,1,113,31
10249,28,20,8,5,2,1,155,29
10250,31,5,0,8,4,0,66,12
10251,2,23,16,7,1,0,208,47
10252,22,10,19,0,1,1,174,37
10253,41,6,16,4,4,1,110,59
10254,35,10,11,0,2,0,259,38
10255,18,20,8,1,1,0,142,13
10256,44,7,3,9,1,0,282,4
10257,32,18,8,1,0,0,70,13
10258,35,19,0,0,0,1,194,24
10259,47,2,0,4,3,0,46,12
10260,6,12,10,0,1,0,293,34
10261,4,24,7,7,4,0,35,54
10262,30,20,2,8,2,0,125,12
10263,12,3,4,6,2,0,56,33
10264,37,23,19,1,2,1,210,10
10265,8,6,7,9,4,0,110,15
10266,21,14,2,7,1,0,209,32
10267,31,21,8,3,2,0,146,40
10268,22,18,5,7,1,0,96,48
10269,14,1,3,0,2,0,239,34
10270,9,14,3,7,0,0,183,48
10271,33,16,7,1,0,0,70,14
10272,16,19,3,8,2,1,236,57
10273,18,21,1,4,0,0,146,4
10274,16,5,2,9,3,1,89,35
10275,30,2,14,7,4,0,191,40
10276,44,19,9,6,0,0,137,5
10277,12,13,15,2,0,0,85,29
10278,14,2,1,9,0,0,22,43
10279,40,7,13,5,4,0,150,49
10280,37,3,1,1,4,0,29,33
10281,30,16,17,5,4,0,141,24
10282,21,21,8,5,2,0,34,58
10283,6,1,10,5,4,0,87,22
10284,24,12,0,4,2,0,116,12
10285,13,20,0,6,4,1,279,22
10286,46,6,11,8,0,0,226,15
10287,28,11,17,3,3,0,95,51
10288,17,10,11,9,2,0,295,9
10289,10,4,14,0,4,0,95,0
10290,13,11,15,0,1,0,39,26
10291,43,7,5,9,1,0,133,19
10292,33,16,5,3,1,0,108,47
10293,7,6,6,9,4,1,258,0
10294,37,21,17,3,1,0,222,44
10295,5,6,4,5,1,0,130,49
10296,33,3,6,9,3,0,83,20
10297,34,18,18,0,2,1,193,0
10298,14,9,19,7,2,1,238,45
10299,21,10,12,6,4,0,244,44
10300,18,17,3,1,3,1,253,43
10301,14,3,10,7,2,1,27,33
10302,27,23,11,3,2,0,252,19
10303,39,10,1,1,1,0,7,24
10304,38,5,11,1,4,0,83,28
10305,48,2,18,4,1,0,19,32
10306,26,23,1,9,3,0,202,51
10307,28,3,7,5,2,0,21,56
10308,1,21,12,5,2,0,292,27
10309,13,17,17,4,3,0,195,10
10310,35,9,3,2,0,0,108,17
10311,22,1,17,1,1,0,91,20
10312,45,5,14,5,3,0,137,45
10313,3,9,13,7,3,0,92,40
10314,47,23,14,4,1,1,224,22
10315,21,9,15,8,1,0,39,33
10316,1,6,7,9,1,0,21,56
10317,35,6,18,3,0,1,53,7
10318,38,16,16,2,3,1,57,47
10319,10,9,15,1,3,0,82,43
10320,24,17,4,4,0,1,194,22
10321,47,13,0,9,2,0,157,16
10322,8,3,12,6,4,1,32,43
10323,49,9,14,6,0,0,142,30
10324,4,14,8,0,3,1,263,46
10325,34,3,9,4,2,1,189,39
10326,32,4,17,3,2,0,2,32
10327,44,20,3,1,2,0,171,39
10328,25,14,9,1,4,0,187,11
10329,31,18,4,4,4,0,194,24
10330,38,1,6,2,3,0,106,19
10331,10,20,17,1,2,0,271,3
10332,35,24,1,3,2,1,231,39
10333,40,19,2,2,1,1,49,46
10334,13,5,0,4,0,0,96,36
10335,14,24,17,0,0,1,245,58
10336,4,8,6,3,2,1,287,36
10337,36,7,13,0,3,1,37,9
10338,3,21,5,6,4,1,151,12
10339,3,16,1,8,3,0,162,52
10340,3,11,3,2,2,0,146,31
10341,48,8,10,3,1,1,112,3
10342,8,6,4,1,1,0,286,14
10343,47,13,8,9,2,0,92,8
10344,27,11,17,2,2,0,155,12
10345,9,15,2,6,3,0,124,6
10346,6,1,0,2,4,0,34,43
10347,20,4,10,1,3,1,289,53
10348,36,20,2,8,4,1,221,7
10349,10,17,18,4,0,0,136,22
10350,28,8,9,4,0,0,243,50
10351,4,24,5,2,0,0,15,1
10352,2,7,9,2,1,1,196,40
10353,38,18,11,1,1,0,272,26
10354,1,23,13,6,2,0,125,17
10355,43,3,15,0,0,1,84,9
10356,3,16,6,6,4,0,30,7
10357,5,12,9,3,1,0,39,21
10358,8,11,7,5,4,1,256,37
10359,16,6,18,2,1,0,55,30
10360,12,5,0,6,1,1,107,46
10361,20,10,13,6,0,1,162,32
10362,14,1,17,2,0,1,4,30
10363,28,21,3,9,1,1,157,45
10364,33,15,3,1,2,0,154,16
10365,43,11,12,8,1,1,37,55
10366,42,1,4,1,2,0,140,38
10367,46,14,9,8,2,0,117,21
10368,47,11,4,7,0,0,38,10
10369,47,7,8,9,2,0,198,44
10370,24,4,3,3,4,1,104,24
10371,2,14,9,2,4,0,294,4
10372,38,8,9,5,0,0,221,13
10373,41,23,11,4,4,0,110,33
10374,6,8,7,6,1,1,81,42
10375,33,22,7,4,4,1,267,29
10376,5,18,1,3,0,1,23,57
10377,44,10,5,5,1,0,69,40
10378,24,4,11,1,1,0,177,43
10379,28,7,8,7,2,1,121,37
10380,48,16,7,2,0,0,268,50
10381,33,7,9,0,3,0,40,31
10382,49,13,16,4,3,1,208,40
10383,18,3,0,6,3,0,9,30
10384,25,24,2,3,0,1,141,31
10385,37,18,11,3,0,0,164,29
10386,29,9,13,2,4,0,20,20
10387,13,19,9,4,4,0,148,37
10388,49,4,3,0,0,0,281,47
10389,16,8,15,0,0,1,219,14
10390,13,17,1,3,1,0,97,46
10391,20,15,2,1,4,1,75,36
10392,3,3,12,1,4,0,5,50
10393,38,6,9,8,4,1,26,45
10394,43,22,6,2,1,0,260,17
10395,39,23,19,2,3,1,266,15
10396,14,2,12,5,4,0,200,55
10397,12,17,7,8,3,0,230,18
10398,33,14,9,4,2,0,107,17
10399,17,13,18,7,1,1,159,37
10400,18,24,4,2,2,0,4,45
10401,43,14,4,2,3,1,297,47
10402,12,8,1,7,1,1,234,44
10403,45,10,16,6,4,0,62,7
10404,26,1,1,8,3,1,226,40
10405,28,2,10,2,0,0,232,22
10406,13,4,5,9,3,0,216,3
10407,37,16,6,2,3,0,86,35
10408,12,23,15,6,3,0,189,4
10409,4,11,17,7,3,0,88,35
10410,20,24,5,4,4,1,125,13
10411,10,21,17,2,2,0,20,21
10412,49,15,18,0,2,1,17,30
10413,45,22,0,9,1,0,162,25
10414,47,23,17,4,4,0,199,0
10415,10,1,5,5,4,0,236,35
10416,39,22,7,5,3,0,3,1
10417,28,20,11,8,2,1,263,33
10418,12,10,4,0,2,0,46,44
10419,22,13,10,5,4,0,32,49
10420,21,21,12,2,0,0,31,24
10421,45,16,17,2,4,0,241,23
10422,15,15,14,4,3,1,80,6
10423,16,5,10,2,3,1,253,0
10424,39,24,4,0,3,1,274,4
10425,2,17,12,6,0,0,145,15
10426,15,19,18,3,1,0,250,16
10427,15,13,12,9,0,1,128,36
10428,23,2,13,8,3,1,200,15
10429,18,8,2,0,2,0,159,33
10430,29,1,8,0,4,0,143,57
10431,43,2,5,6,3,0,136,29
10432,33,9,15,1,2,0,178,58
10433,29,12,16,7,0,0,134,51
10434,37,9,6,1,0,0,57,55
10435,17,1,9,7,2,0,1,17
10436,26,8,4,2,3,0,51,45
10437,43,7,15,3,0,0,11,14
10438,9,20,8,0,0,0,257,32
10439,21,23,17,1,2,0,42,16
10440,40,10,19,7,1,0,18,45
10441,1,1,6,4,1,0,46,23
